X,Y,FIRE_NUM,FIRE_YEAR,RSPNCE_TYP,IGNITN_DT,FIREOUT_DT,STATUS,FIRE_CAUSE,FIRE_CENTR,ZONE,FIRE_ID,FIRE_TYPE,INCIDNT_NM,GEOGRAPHIC,LATITUDE,LONGITUDE,CURRENT_SZ,FIRE_LINK,FEATURE_CD,OBJECTID
1332720.1297,522832.1966,V12404,2023,Full,2023/08/01,2023/08/03,Out,Person,2,1,2404,Fire,V12404,NE of Sawmill Creek,49.6243,-121.3939,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V12404,0.0000000000,10210015
1319048.2794,795320.191,C43435,2023,Modified,2023/10/16,2023/11/03,Out,Person,7,4,3435,Fire,C43435,N of Murphy Lake Road,52.0744,-121.3344,1.640,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C43435,0.0000000000,10210016
1640328.2477,785497.63899999,N40726,2023,Full,2023/06/10,2023/07/03,Out,Person,6,4,726,Fire,Wildcat Creek Fire,Wildcat Creek,51.7026,-116.6955,8.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40726,0.0000000000,10210017
1368267.3845,985888.966199999,G33441,2023,Monitor,2023/10/24,2023/11/06,Out,Person,4,3,3441,Fire,G33441,Forgetmenot Creek,53.7464,-120.3972,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G33441,0.0000000000,10210018
1343985.8452,763256.580699999,C40003,2023,Modified,2023/04/04,2023/04/12,Out,Person,7,4,3,Fire,C40003,N of Canim Hendrix Road,51.7722,-121.0039,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40003,0.0000000000,10210019
1463080.5762,514286.351,K50004,2023,Full,2023/04/04,2023/04/13,Out,Person,5,5,4,Fire,,South end of the KVR,49.4566,-119.6083,0.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50004,0.0000000000,10210020
1320219.5981,796118.285399999,C43433,2023,Modified,2023/10/16,2023/11/03,Out,Person,7,4,3433,Fire,C43433,NW of Eagle Lake,52.0809,-121.3165,0.270,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C43433,0.0000000000,10210021
1208622.2105,535830.362300002,V30337,2023,Full,2023/05/16,2023/05/17,Out,Person,2,3,337,Fire,CAT LAKE,Cat Lake,49.8002,-123.1021,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30337,0.0000000000,10210022
1423718.2277,668424.738599993,K20400,2023,Full,2023/05/19,2023/05/24,Out,Person,5,2,400,Fire,,0.8 Km East of Louis Creek,50.8678,-119.9681,0.800,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20400,0.0000000000,10210023
1134679.6595,536516.893200005,V50205,2023,Full,2023/04/19,2023/05/15,Out,Person,2,5,205,Fire,1KM E OF BROOKS LAKE,1km E of Brooks Lake,49.8287,-124.1283,1.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50205,0.0000000000,10210024
1136246.1517,536985.030400002,V50198,2023,Full,2023/04/19,2023/05/15,Out,Unknown,2,5,198,Fire,3KM E OF BROOKS LAKE,3 km E of Brooks Lake,49.8326,-124.1064,1.360,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50198,0.0000000000,10210025
1424101.389,668539.397200001,K20103,2023,Full,2023/04/27,2023/05/05,Out,Person,5,2,103,Fire,,Louis Creek,50.8685,-119.9626,2.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20103,0.0000000000,10210026
949588.2996,1078453.2273,R33451,2023,Modified,2023/10/18,2023/11/17,Out,Person,3,3,3451,Fire,R33451,1.1 km North of Robin Creek,54.7039,-126.7842,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R33451,0.0000000000,10210027
1258970.5582,1307781.3893,G83325,2023,Full,2023/09/20,2023/09/22,Out,Person,4,8,3325,Fire,,Wonowon,56.6916,-121.7628,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G83325,0.0000000000,10210028
943406.414200001,1065308.7264,R30467,2023,Full,2023/05/21,2023/05/21,Out,Person,3,3,467,Fire,COFFIN LAKE,0.4km E of Coffin Lake,54.5855,-126.8778,1.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30467,0.0000000000,10210029
1205489.7474,558561.445599996,V33221,2023,Full,2023/09/10,2023/09/10,Out,Person,2,3,3221,Fire,V33221,Brew Creek,50.0055,-123.1327,0.020,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V33221,0.0000000000,10210030
1326550.0869,767072.917200001,C41898,2023,Full,2023/07/19,2023/07/19,Out,Person,7,4,1898,Fire,C41898,1.6Km NE of Spring Lake,51.8171,-121.2527,0.230,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41898,0.0000000000,10210031
1189304.169,434174.562600004,V60581,2023,Full,2023/06/03,2023/06/03,Out,Person,2,6,581,Fire,V60581,0.2 km N of Ridge Rd,48.8928,-123.4216,0.020,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60581,0.0000000000,10210032
1063176.8537,1001163.4515,G40363,2023,Full,2023/05/18,2023/05/18,Out,Person,4,4,363,Fire,,Francious Lake,54.0101,-125.0337,0.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40363,0.0000000000,10210033
1739463.3272,602999.368400002,N20225,2023,Full,2023/05/04,2023/05/09,Out,Person,6,2,225,Fire,,Premier Lake,49.9561,-115.6593,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20225,0.0000000000,10210034
1312145.6288,767688.658,C43361,2023,Full,2023/09/25,2023/09/25,Out,Person,7,4,3361,Fire,C43361,Lac La Hache,51.8311,-121.4609,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C43361,0.0000000000,10210035
1650670.5132,605413.285300002,N72848,2023,Full,2023/08/18,2023/08/19,Out,Person,6,7,2848,Fire,Johnson Landing,Johnsons Landing,50.0869,-116.8821,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N72848,0.0000000000,10210036
1469251.6546,626940.896500001,K40541,2023,Full,2023/05/31,2023/06/07,Out,Person,5,4,541,Fire,,Salmon River,50.4601,-119.3786,4.270,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40541,0.0000000000,10210037
1195809.0883,545879.272,V30816,2023,Modified,2023/06/17,2023/06/17,Out,Person,2,3,816,Fire,Upper Squamish Valley Residences,Statlu Crk,49.8950,-123.2745,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30816,0.0000000000,10210038
977257.1161,825916.283700007,VA3096,2023,Full,2023/08/30,2023/09/06,Out,Person,2,10,3096,Fire,VA3096,N of Chilcoohtin Main,52.4427,-126.3352,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA3096,0.0000000000,10210039
1318188.1356,760649.063399998,C40345,2023,Full,2023/05/16,2023/05/17,Out,Person,7,4,345,Fire,C40345,W of Highway 97,51.7646,-121.3800,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40345,0.0000000000,10210040
1511555.5043,615003.738300006,K41521,2023,Full,2023/07/10,2023/07/11,Out,Person,5,4,1521,Fire,Lumby Mabel rd,Lumby-Mabel Rd,50.3163,-118.8027,0.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41521,0.0000000000,10210041
1260430.8493,1292236.9734,G83114,2023,Full,2023/09/01,2023/09/04,Out,Person,4,8,3114,Fire,,Mile 95 Road,56.5518,-121.7542,0.640,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G83114,0.0000000000,10210042
1226262.9207,485098.7541,V10304,2023,Full,2023/05/14,2023/06/02,Out,Person,2,1,304,Fire,FARRER COVE,Farrer Cove,49.3375,-122.8883,0.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V10304,0.0000000000,10210043
1469345.6684,484366.663699999,K53227,2023,Full,2023/09/11,2023/09/13,Out,Person,5,5,3227,Fire,,Oliver Mountain,49.1834,-119.5598,4.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K53227,0.0000000000,10210044
1616325.2311,754004.377599992,N42780,2023,Full,2023/08/16,2023/08/19,Out,Person,6,4,2780,Fire,,Forde Station Road,51.4499,-117.0978,0.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42780,0.0000000000,10210045
1006796.5937,979050.615100002,R11052,2023,Full,2023/07/01,2023/07/01,Out,Person,3,1,1052,Fire,R11052,Eakin Settlement Rd,53.8157,-125.8965,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11052,0.0000000000,10210046
1101870.3497,1001159.4139,G40503,2023,Full,2023/05/26,2023/05/26,Out,Person,4,4,503,Fire,,Willowvale South,54.0038,-124.4420,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40503,0.0000000000,10210047
1370813.4306,955489.672100001,G30256,2023,Full,2023/05/10,2023/05/11,Out,Person,4,3,256,Fire,,5km West East Twin,53.4730,-120.3952,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30256,0.0000000000,10210048
1220288.8304,991178.559299995,G10236,2023,Full,2023/05/05,2023/05/06,Out,Person,4,1,236,Fire,,East of Blackburn Rd,53.8776,-122.6402,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10236,0.0000000000,10210049
1230372.8756,1286534.5003,G80295,2023,Full,2023/05/13,2023/05/22,Out,Person,4,8,295,Fire,Highland Subdivision,74 Mile Creek,56.5160,-122.2482,0.760,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80295,0.0000000000,10210050
1242746.7033,1189606.4551,G73244,2023,Full,2023/09/13,2023/09/13,Out,Person,4,7,3244,Fire,Hwy 97,Hwy 97,55.6428,-122.1332,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73244,0.0000000000,10210051
1258462.9718,1289112.3917,G83275,2023,Full,2023/09/15,2023/09/17,Out,Person,4,8,3275,Fire,,KM 21 on the Mile 95 Road,56.5249,-121.7892,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G83275,0.0000000000,10210052
1058179.9207,573530.465800003,V82797,2023,Full,2023/08/17,2023/08/25,Out,Person,2,8,2797,Fire,VILLAGE BAY LAKE,E Village Bay Lake,50.1745,-125.1854,1.900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V82797,0.0000000000,10210053
1057859.2885,573667.755400003,V83232,2023,Full,2023/09/11,2023/09/11,Out,Lightning,2,8,3232,Fire,V83232,Village Bay Lake,50.1758,-125.1899,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V83232,0.0000000000,10210054
1354159.82,1204085.9053,G73243,2023,Full,2023/09/13,2023/12/14,Out,Person,4,7,3243,Fire,,Frondizi Creek,55.7051,-120.3464,0.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73243,0.0000000000,10210055
925333.065199999,1098198.7273,R30687,2023,Full,2023/06/08,2023/06/10,Out,Person,3,3,687,Fire,R30687,Telkwa High Rd,54.8778,-127.1665,0.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30687,0.0000000000,10210056
1464851.5328,580237.745800003,K51840,2023,Full,2023/07/17,2023/07/27,Out,Person,5,5,1840,Fire,,Bald Range Creek,50.0459,-119.5007,4.080,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51840,0.0000000000,10210057
1274927.792,1196899.3738,G71046,2023,Full,2023/07/01,2023/07/01,Out,Person,4,7,1046,Fire,,"Old Alaskan HWY, 22 Road",55.6912,-121.6146,0.150,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71046,0.0000000000,10210058
1296714.7513,1314779.09690001,G83117,2023,Full,2023/09/01,2023/09/01,Out,Person,4,8,3117,Fire,,Snyder Creek,56.7325,-121.1392,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G83117,0.0000000000,10210059
957046.276799998,818919.183900001,VA2708,2023,Full,2023/08/12,2023/08/12,Out,Person,2,10,2708,Fire,VA2708,Walker Pard Rd,52.3787,-126.6321,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA2708,0.0000000000,10210060
1616415.8125,755196.846500002,N40538,2023,Full,2023/05/30,2023/05/30,Out,Person,6,4,538,Fire,,Forde Station Rd,51.4604,-117.0943,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40538,0.0000000000,10210061
1092255.8448,474125.957300009,V72775,2023,Full,2023/08/16,2023/08/17,Out,Person,2,7,2775,Fire,V72775,N of Lacy Lake Rd,49.2761,-124.7333,0.100,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V72775,0.0000000000,10210062
1294263.8742,1200203.159,G72928,2023,Full,2023/08/23,2023/08/25,Out,Person,4,7,2928,Fire,G72928,Sundance Lake,55.7096,-121.3035,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G72928,0.0000000000,10210063
1447851.1284,909109.077199997,G30213,2023,Full,2023/05/04,2023/05/12,Out,Person,4,3,213,Fire,,1 km East of Terry Fox Rest stop on Hwy 16 East,52.9990,-119.3033,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30213,0.0000000000,10210064
1215790.7585,980670.054400003,G10221,2023,Full,2023/05/05,2023/05/07,Out,Person,4,1,221,Fire,,Brodman Creek,53.7854,-122.7162,0.250,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10221,0.0000000000,10210065
1068198.9866,1007572.9038,G40676,2023,Full,2023/06/08,2023/06/08,Out,Person,4,4,676,Fire,,Endako,54.0668,-124.9555,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40676,0.0000000000,10210066
1175846.1731,988113.9528,G12745,2023,Full,2023/08/13,2023/08/14,Out,Person,4,1,2745,Fire,,Berman Lake,53.8672,-123.3191,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12745,0.0000000000,10210067
1318860.0414,1245646.4976,G70356,2023,Full,2023/05/17,2023/05/25,Out,Person,4,7,356,Fire,Septimus Road,Septimus Km 36,56.1005,-120.8597,1.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70356,0.0000000000,10210068
1307907.139,1134563.5681,G71572,2023,Full,2023/07/11,2023/07/13,Out,Person,4,7,1572,Fire,,Wolverine River,55.1147,-121.1580,0.950,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71572,0.0000000000,10210069
1356573.7411,1164049.6069,G70241,2023,Full,2023/05/06,2023/05/07,Out,Person,4,7,241,Fire,,N of Ministik Creek,55.3459,-120.3588,2.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70241,0.0000000000,10210070
1339733.9572,499900.284700001,V12712,2023,Full,2023/08/12,2023/08/12,Out,Person,2,1,2712,Fire,V12712,9 Mile Creek,49.4143,-121.3181,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V12712,0.0000000000,10210071
1276975.9556,1337362.7046,G80826,2023,Full,2023/06/19,2023/06/19,Out,Person,4,8,826,Fire,,20 km N of Buick,56.9463,-121.4378,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80826,0.0000000000,10210072
1083253.5217,561054.643500003,V50994,2023,Full,2023/06/28,2023/06/29,Out,Person,2,5,994,Fire,V50994,2km W of Hinder Lake,50.0592,-124.8372,0.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50994,0.0000000000,10210073
1203593.7169,547897.3961,V32972,2023,Full,2023/08/26,2023/08/27,Out,Person,2,3,2972,Fire,V32972,Adjacent to Conroy FSR on HWY99,49.9104,-123.1651,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V32972,0.0000000000,10210074
1052974.2917,1081994.9205,G51474,2023,Full,2023/07/08,,Under Control,Lightning,4,5,1474,Fire,G51474,West Creek,54.7353,-125.1753,1503.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51474,0.0000000000,10210345
1142059.5206,630278.063100002,V52804,2023,Monitor,2023/08/16,2023/11/14,Out,Lightning,2,5,2804,Fire,TOBA RIVER,NW of Toba River - MONITOR ONLY,50.6693,-123.9888,302.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V52804,0.0000000000,10210346
1144324.1856,997208.152500003,G41470,2023,Full,2023/07/12,2023/07/14,Out,Lightning,4,4,1470,Fire,keillor rd,Keillor Road,53.9583,-123.7950,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41470,0.0000000000,10210347
1329004.5018,479748.054199999,V13203,2023,Monitor,2023/09/08,2023/10/27,Out,Lightning,2,1,3203,Fire,SOWERBY CREEK,Sowerby Creek - MONITOR,49.2396,-121.4832,20.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V13203,0.0000000000,10210348
1384687.0457,660446.985300003,K22670,2023,Full,2023/08/09,2023/08/10,Out,Lightning,5,2,2670,Fire,,Watching Creek,50.8248,-120.5302,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22670,0.0000000000,10210349
1056035.2043,1070341.9963,G51755,2023,Full,2023/07/15,,Under Control,Lightning,4,5,1755,Fire,RUBYROCK,North Arm Stuart Lake,54.6306,-125.1299,122.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51755,0.0000000000,10210350
1219651.43,1594892.3919,G91467,2023,Monitor,2023/07/09,,Under Control,Lightning,4,9,1467,Fire,,Shush Creek,59.2839,-122.1495,888.010,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91467,0.0000000000,10210351
1165162.2915,998161.202299999,G43321,2023,Full,2023/09/20,2023/09/29,Out,Lightning,4,4,3321,Fire,,Cobb Lake,53.9606,-123.4764,0.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G43321,0.0000000000,10210352
1122601.1699,1022879.4848,G41848,2023,Full,2023/07/16,2023/07/25,Out,Lightning,4,4,1848,Fire,,Circum Lake,54.1939,-124.1163,2.360,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41848,0.0000000000,10210353
1321374.439,795422.106400006,C40385,2023,Full,2023/05/18,2023/05/20,Out,Lightning,7,4,385,Fire,C40385,N of Eagle Lake,52.0740,-121.3004,0.040,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40385,0.0000000000,10210354
1021989.6502,883292.798800004,G41158,2023,Modified,2023/07/06,,Under Control,Lightning,4,4,1158,Fire,Gatcho Lake,1.5km SE of Gatcho Lake,52.9571,-125.6720,21926.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41158,0.0000000000,10210355
1418688.8798,682743.7604,K21444,2023,Full,2023/07/09,2023/07/10,Out,Lightning,5,2,1444,Fire,,Mt. Leslie,50.9998,-120.0222,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21444,0.0000000000,10210356
1220275.8138,597009.6428,V33038,2023,Full,2023/08/29,2023/08/30,Out,Lightning,2,3,3038,Fire,V33038,South Miller Creek,50.3452,-122.9032,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V33038,0.0000000000,10210357
907645.587799999,1113332.9599,R31512,2023,Modified,2023/07/10,2023/12/11,Out,Lightning,3,3,1512,Fire,JOHN BROWN CREEK,John Brown Creek,55.0104,-127.4476,556.130,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31512,0.0000000000,10210358
1166817.4134,1005481.609,G12162,2023,Full,2023/07/22,2023/07/24,Out,Lightning,4,1,2162,Fire,Saxton Lake,Saxton Lake,54.0257,-123.4471,0.460,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12162,0.0000000000,10210359
1171921.1407,433812.920300005,V60773,2023,Full,2023/06/13,2023/06/13,Out,Person,2,6,773,Fire,V60773,Willy Island,48.8950,-123.6583,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60773,0.0000000000,10210360
1160873.6511,1045148.8666,G52511,2023,Full,2023/08/04,2023/08/06,Out,Lightning,4,5,2511,Fire,,Great Beaver Lake,54.3827,-123.5167,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52511,0.0000000000,10210361
1254248.4674,875746.903500001,C11767,2023,Full,2023/07/15,2023/07/16,Out,Lightning,7,1,1767,Fire,C11767,S of Sardine Creek,52.8290,-122.2172,0.500,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11767,0.0000000000,10210362
1066527.5084,1132684.9417,G52917,2023,Full,2023/08/21,2023/08/27,Out,Lightning,4,5,2917,Fire,G52917,Tchentlo Lake,55.1878,-124.9527,1.800,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52917,0.0000000000,10210363
882312.977599999,1584286.9425,G92947,2023,Monitor,2023/08/25,,Under Control,Lightning,4,9,2947,Fire,G92947,Davie Creek,59.2269,-128.0591,7301.750,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G92947,0.0000000000,10210364
1027987.6562,505267.967399999,V83098,2023,Full,2023/08/28,2023/09/03,Out,Lightning,2,8,3098,Fire,V83098,Myra Creek,49.5630,-125.6133,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V83098,0.0000000000,10210365
1355940.9943,820307.869699997,C32236,2023,Full,2023/07/16,2023/07/24,Out,Lightning,7,3,2236,Fire,C32236,2.3km W of Crooked Lake,52.2749,-120.7698,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C32236,0.0000000000,10210366
1455633.2785,736366.228,K21795,2023,Full,2023/07/16,2023/07/25,Out,Lightning,5,2,1795,Fire,,Gannett Creek,51.4499,-119.4267,1.460,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21795,0.0000000000,10210367
981041.2071,1190782.19850001,G51450,2023,Full,2023/07/09,2023/07/10,Out,Lightning,4,5,1450,Fire,,Driftwood River,55.7123,-126.3024,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51450,0.0000000000,10210368
1228333.7491,600543.606699998,V31635,2023,Full,2023/07/12,2023/07/14,Out,Lightning,2,3,1635,Fire,V31635,S of Owl Creek,50.3737,-122.7878,0.020,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31635,0.0000000000,10210369
1118915.8499,940201.393100004,G41560,2023,Modified,2023/07/11,,Under Control,Lightning,4,4,1560,Fire,G41560,Turff Lake,53.4541,-124.2051,1144.300,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41560,0.0000000000,10210370
1618986.9184,593422.07299999,N52626,2023,Modified,2023/08/07,2023/08/24,Out,Lightning,6,5,2626,Fire,Carpenter Mountain,Carpenter Mountain,50.0156,-117.3420,28.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52626,0.0000000000,10210371
1796073.1365,584261.571299999,N12046,2023,Full,2023/07/21,2023/10/25,Out,Lightning,6,1,2046,Fire,Lladnar Creek,Lladnar Creek,49.7128,-114.9208,1295.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N12046,0.0000000000,10210372
926244.0209,1075385.2873,R31227,2023,Full,2023/07/07,2023/07/11,Out,Lightning,3,3,1227,Fire,CHAPMAN ROAD,Chapman Road,54.6735,-127.1465,5.600,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31227,0.0000000000,10210373
1152570.651,909017.625100003,C11499,2023,Full,2023/07/09,2023/09/05,Out,Lightning,7,1,1499,Fire,Teepee Lake,4.3km SE Teepee Lake,53.1661,-123.7126,7864.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11499,0.0000000000,10210374
1137608.6784,1651634.4606,G90709,2023,Modified,2023/06/04,,Under Control,Lightning,4,9,709,Fire,ITTSI CREEK,Ittsi Creek,59.8265,-123.5519,37793.900,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90709,0.0000000000,10210375
1265043.1518,986565.859899999,G12128,2023,Full,2023/07/21,2023/10/01,Out,Lightning,4,1,2128,Fire,G12128,Taspai Creek,53.8154,-121.9630,4.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12128,0.0000000000,10210376
1163035.5545,514283.164299999,V53028,2023,Full,2023/08/28,2023/08/29,Out,Lightning,2,5,3028,Fire,V53028,Salmon Inlet,49.6214,-123.7443,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V53028,0.0000000000,10210377
1287501.1544,1478095.1091,G81720,2023,Full,2023/07/14,2023/07/18,Out,Lightning,4,8,1720,Fire,G81720,8 Miles West Kahantah River,58.1994,-121.1049,4.200,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81720,0.0000000000,10210378
1049870.8863,951686.08439999,G41502,2023,Full,2023/07/10,,Under Control,Lightning,4,4,1502,Fire,NORTH LUCAS LAKE,North Lucas Lake,53.5682,-125.2453,34853.600,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41502,0.0000000000,10210379
1234525.1077,1476279.594,G93240,2023,,2023/09/13,,Under Control,Lightning,4,9,3240,Fire,,E of Klua Creek,58.2129,-122.0065,6.400,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G93240,0.0000000000,10210380
1287063.078,1191039.82860001,G73406,2023,Full,2023/10/08,,Under Control,Lightning,4,7,3406,Fire,MOUNT WARTENBE,Mount Wartenbe,55.6319,-121.4276,1246.000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73406,0.0000000000,10210381
